comment,hotel_name,source
"Good clean and friendly service from all the staff members good place to be before an early flight, or if you get back too late to drive home, the room was clean well equipped and I was able to have a good dinner and drink before retiring","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The most comfortable beds ever in an airport hotel! Spotlessly clean rooms, friendly receptionist, regular shuttle service in a proper bus. Very handy location. Food ok, nice chicken, so-so dessert. Didn't try the eat all you can breakfast.  Extremely good value. Rather stark decor in restaurant and bar, but this establishment serves its purpose admirably. We heard a couple complain about a minor issue and they were immediately given free breakfasts, no quibbling.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"One of those hotles you only stay in if you're desperate. Atmosphere = sterile. Receptionist = ""oh no not another client"". Wifi = quick look at their site suggests 'free' = free for 30 mins! Airport shuttle = quick look suggests free = actually £3! ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Good overnight stay before our holiday flight. Room was clean,comfortable & well maintained. Plenty of choice for evening meal & good all you can eat breakfast. Well presented staff who were very pleasant & helpful ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Great place to stay for travelling to/from airport. Nice clean and comfortable room. Soft pillows. Lovely having tea making facilities in the room  Reception staff nice and friendly Great value for money,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Awful service - bar stuff think it’s more important to talk among themselves and leave the bar!! Only to return and fill the fridges up. Being made to feel being served was a chore. + in this day and age 3O mins free Wi-fi which access is very much hit and miss is not very good even the much maligned train operators provide Wi-fi - safe to last time I will use travel lodge prior to a flight ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Excellent value for money, staff are very friendly. We had two meals and drinks just over £30 the room was clean. The shuttle was regular and cheap. Recommend but if you book early you get a bargain. Will use again","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Traveling from Australia to UK is a long haul so when you are looking for a convenient for 1 night lay over before collecting a car or moving on to your next destination. Travel lodge is a worthwhile place which offers good service and decent size room for family of four. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The Travelodge provided a good stopover whilst transiting through Gatwick enroute to Cape Town, the room was clean and comfortable and the shower ideal for cleaning up after an 8 hour flight and morning in London. The staff were both friendly and helpful in my dealings with them and the English breakfast was first class.   ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
I stayed there 4 weeks ago (Sept 18). I asked if it was possible for a top floor room and told yes.  We were given a 2nd floor not top.  When I asked what happened the member of staff who had served me said it must have been someone else.  She wore a head-dress so was quite distinctive.  I told her I didn't appreciate being lied to.  If there was not a room just say so.  Food for breakfast was fine.  I won't book there again.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We were meant to stay with friends who sprung a hotel night on us last minute and the staff were wonderful, and every accommodating. They helped us book a second room, were very patient and super friendly.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Rooms heating was not working and would only blast out cold air. Beds in the family rooms were very uncomfortable. Great location and communal facilities were great. Self check in was also great. However the rooms were very basic and incomfortable.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Comfortable and well situated to airport. Staff friendly and helpful. Food available on sight and good place to park car. Food not great but ok if not a bit expensive.  Good bus service to airport although a bit of a walk to North departure lounge.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We only stayed the one night before our flight to Greece. We arrived early evening and found the checking in process efficient and welcoming. The room and bathroom were spotless so no worries there. We decided to eat in the onsite restaurant and although there was a European football match going on and was on the TVs around the restaurant it didn’t really affect us. The menu choice is a bit limited but that was to be expected in this type of accommodation. We both slept well and wanted an early morning bus transfer to the airport terminal. The bus timetable was given to us by the reception staff and the buses are every 10-15 minutes but a waiting taxi took us for the same charge 3 euros per head, it was less than s 10 minute ride to the south terminal. Overall we were really","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Friendly reception staff, great rate for a 1 night stay and a couple of days parking whilst we were on a city break.  Food in the restaurant was good quality, but small portions and bar prices were a little on the high side.  Room was immaculately clean, bed very comfortable, really can't complain about any element - its not 5 star - but thats not what we were after - well done Travelodge - we usually use the Europa when flying from Gatwick, but after our very negative experience a few weeks back, this was a very welcome uplift in quality, service and cleanliness!","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We arrived at Travelodge Gatwick airport after a long journey home at 2.15am  on 27th September 2018. When this was booked I telephoned the hotel to let them know that we would be arriving very late and was told that this was okay.  On our arrival we were greeted by a member of housekeeping who said that our room had been let to someone else.  We were very tired and very unhappy at this but according to the lady this is the normal practise for Travelodge to let the room to someone else if you are late, this cannot be correct procedure as we had paid for the room. She said that if there are no rooms left they will pay for a taxi to another hotel which at that time of the morning is not acceptable .  We did get a room after a fairly long wait, we were offered a complimentary cup","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Stayed here one night prior to flying from Gatwick.  Much improved since it’s been refurbished.  Staff welcoming and helpful.  Really comfortable room and slept well despite the early rise.  Good value for money also.  Would definitely stay here again.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
We stayed in a super room on the 6th floor. It had a large double bed and 2 single. On arrival there were kitkats and hot chocolate in the room. The food was the usual travelodge standard but nice. This was ideal for a quick airport stay.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Fantastic stay in a clean, bright and modern room. Breakfast was available at an extra cost, and there was plenty to choose from. Our evening meal, at an extra cost, was also well priced and had plenty of choices. We had a long journey to get to Gatwick Airport, with an early morning flight out the next day. A regular bus takes you straight from the hotel door to the Airport at a nominal charge.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I had a very early flight in the morning. So, I thought I'd stay the night here for convenience. Boy do I regret it!  You would have thought, situated at Gatwick airport, you'd make an effort to soundproof the rooms a little better. I could hear the traffic outside all night. With that, could hear everything going on in the corridor, the TV in the room next to me and this irritating clinking sound coming from the bedframe directly behind my head.  Literally didn't get a minute's sleep. So my trip the next day was a serious struggle! Was absolutely exhausted!  Really regret staying here. Complete waste of my money! Should have just stayed at home and risked getting the public transport in the morning.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"From the moment of our arrival, everything went like clockwork. The hotel reception and bedroom were welcoming and extremely spacious. Most importantly, although this hotel is extremely close to Gatwick airport, it was extremely quiet which was very important to me as I am both a very light sleeper and had an early start the following day.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Our stay at the Travelodge Gatwick Central Plus was very good.  Clean, tidy, brightly coloured retro style decor, food reasonably priced although didn't eat at the hotel myself but looked good. Shuttle bus to Gatwick airport took 10 mins and was easy to get from outside the hotel reception area. Bus stops at Gatwick airport clearly labelled with departure times depending on which bus required to get to whichever hotel you are staying at -  £3 per adult each way. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"A most excellent overnight stay ready for flight the next day. Food was quality, well presented,  and served. The room was spacious and light. Bedding quality and good pillows. Staff professional and friendly. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
I recently stayed here prior to a 9am flight to Florida. The hotel was generally clean and the bed's were comfortable. In the morning  my 16 year old nephew who was travelling with me wanted a cup of tea when he woke up. I went to fill the kettle for him and noticed the bottom of the inside of the kettle was covered in mould. I'm glad I  went to fill the kettle as being 16 and half asleep my nephew probably  wouldn't have looked before boiling the kettle and would  have drunk from it. This could have potentially  made him very ill possibly even resulting in hospital treatment which would have ruined his first tip out of the country that had been planned for well over a year. It's sad as this was a very small thing that ruined an otherwise very good hotel stay ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Good value and comfortable but our room had a strange smell.Aircraft noise was minimal inspite the close proximity to Gatwick Airport. Breakfast (continental) was nothing special and choice was rather limited.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The rooms are what you expect. The staff are great. The real surprise is the cafe/bar area. Surprisingly comfortable even if the dining area is a little Spartan. The food was better than expected. The two issues ewe had were with the rooms. The lack of shower gel was irritating but not disastrous. The noise from other guests was more problematic. The doors are not insulated enough so you hear everyone walking along the corridor. Worst still I could hear the water from the shower and toilet upstairs. Overall good value. You get what you expect and it’s well located for the airport, which is probably the only reason people stay here. But very popular nonetheless ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
This Travelodge seems to compete well on average as I compared many prior to staying here - it was a business stay but I still want value for money. The breakfast was very good value. If you are staying on business book parking on the APCOA app on arrival using hotel parking code from reception. This reduces the parking cost and provides a VAT receipt which you do not get from the parking machine.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Easy to reach from Gatwick rail (& airport ) station by shuttle bus. Friendly professional staff who were at times dealing with a lot of customers at once. Clean comfy warm and - considering it is near to the airport - quiet. Best by far for value as well.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Arrived fairly late and used the self service check in which we had no issues.  Went to the room and was pleasantly surprised, nice, clean and spacious- we had a super room. Not sure what the difference was to a standard one but there wasn’t much difference in the price.  I wasn’t feeling great and fancied a bath so I went to ask reception if they had a room with a bath. They went out of their way to ensure they could fulfill my request which they did so very pleased. The hotel room also had galaxy hot chocolate sachets and kitkats which I thought was a lovely added touch!  Good choice of channels on the tv and the bed was comfortable.  Transfer to the airport was £3 each which wasn’t bad and they had timetables available on reception to take away too!  Breakfast we ended up","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Great start to holiday in Spain with a really early flight made sense to stay near airport transfers where efficient to and from terminal.had a family room with plenty of space also the girls behind the bar where very polite ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Recently renovated rooms and public areas in pleasing contemporary style. The rooms are well equipped and clean with comfortable beds.  Our top floor room had a pleasant view over countryside and was surprisingly quiet. Location is very good for Gatwick N with frequent transfers and easy. Access by road.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Normal travel lodge but DO NOT STAY HERE here the windows in room will not open and you cannot adjust the room temperature properly because it is centralised. Place feels stuffy and dusty not enough ventilation.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We stayed here for 1 night before flying from Gatwick, we had just endured a stressful start to our holiday  trying to get booked into the Russ hill hotel (see separate review). We booked online while sitting in the Russ Hill car park. Upon arriving they couldn’t initially find our booking as it was via holiday extras, but stated sometimes it can take a while to come through, the manager suggested that we have a drink in the bar while they wait for the booking. This was fine as they were very accommodating and friendly. Eventually the booking came though and we had our room. It was very busy with a lot of guests checking in but the reception staff remained professional and helpful at all times.  The room was lovely and clean and suitably provided with toiletries and drinks. We","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed here before and after our recent holiday. Standard room this time and checked in no problem and went to room (236).  After unpacking went into the bathroom, noticed virtually no toilet roll, soap dispenser at sink was empty/broken and to top it all, there was a sanitary towel floating in  the toilet. Disgusting! Informed reception, woman was not very interested/sorry but offered a change of room and/or discount.  We accepted 30% discount and stayed put as we had upacked and just wanted to sleep.  Return stay (234) was fine and no problems.  Prefer Premier Inns to Travelodge though.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"arriving I had a used waste bin, and a  used towel in the bathroom. The floor had bits over it and was not vacuumed . I went down and took the towel to reception where it was taken off me and agreed it was totally unacceptable.  That was how it was dealt with. So basically I paid for a what appears to have been a used room!!! ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Comfortable stay in this well located budget hotel. Regular bus service to both terminals (£3 each way) which runs 24 hours. Friendly staff. Very helpful in restaurant and bar area. Room amenities great. Stay here if you’re on a budget. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
This is a great overnight for early flights to the airport. The rooms are spacious and the bed was very comfortable. Although close to the airport we did not hear any noise. Everything was very clean and excellent value.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We stayed for one night before an early morning flight.  The car park is all over the place, very poorly lit and expensive at £8 for the few hours we were there (less than 9 hours).  The hotel has been overhauled and the rooms are good.  The reception staff weren't overly helpful or attentive/  We didn't have anything to eat or drink, having brought our own with us. We booked in advance on the no refund basis so we got good value at £35 for the night. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The room was spacious, clean and had everything we needed to get us ready for our early flight. We just booked the room as we just needed a bed. The beds were clean and comfortable. We were definitely stress free and rested the next day.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Ideal location and recently refurbished to a good standard for a budget hotel. Staff were friendly, room was comfortable and the food acceptable, so great value for money. Have used this hotel regularly over the past number of years and it has improved in so many ways.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Had the misfortune of being booked in here for 11 days by my company while working in Surrey. Pretty bad when you have stayed a week and have to ask reception to have clean bedding put on !!  Rooms are spacious but that is about it. The restaurant (come Ikea Cafe) is bad. Queuing to order food at the bar and then being told to expect a long delay on food. Ended up eating out as they cannot cope with the volume of people staying. Overpriced drinks. No decent place to sit and chill after work just an open space of noise. This place may be ideal for one night stays to catch a flight out of Gatwick but other than that is has nothing else to offer. Car parking is a pain with only one pay point machine in use outside with no cover so prepared to get wet. The other machine inside,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Check in very quick, room clean and comfortable,  staff very pleasant and friendly. All you need for an overnight stay. Didnt eat or use the bar this time. Have seen some bad reviews, but has always been god when we have stayed here. Would recommend. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
This hotel is wonderful and so well geared up to making our stay well worthwhile. There were problems like the vending machine swallowed my debit card because there was no proper indication of where to put it and there was NO MARMALADE left.... what in an English hotel... now come on Travelodge get a back up supply in hand.Otherwise a really great hotel to stay at and we were well looked after and hotel staff even resolved the debit card issue the next day. Well done Travelodge..,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
This is a good location but beware there are parking issues. The car park was full and the receptionist said not to worry we could have a refund ! Great when you have a room booked ! Eventually someone  left and we got a space .......didn't need that stress ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Functional at best, cheap but not cheerful. Good location for Gatwick Airport but the hotel is a welcoming hotel. The bar could be so much better but it would appear that the bar staff are very inexperienced. The hotel in my opinion lacks experienced senior staff. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Firstly the shuttle to the airport is £3 per person, but you can get a taxi for £6 for multiple people. You can book that on the iPad at the desk or if the front desk isn’t busy they will book one for you. DO NOT GET A TAXI FROM THE AIRPORT, they will charge you £12 ( double). Get the phone number from the hotel and call the taxi firm they work with.    We had booked two rooms ( 3 adults). We were both given ground rooms.  Mine was DAMP. I sat on the bed for 10 min and my clothes were damp. And it smelt really damp. Our other room was damp smelling but not even close to as bad as my room.  So I told the front desk and they moved me directly upstairs to the quiet floor. This room was much much better! You honestly wouldn’t have thought the two rooms were in the same building.  ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Recently stayed at this hotel the night before flying from london gatwick airport. The hotel is very close and is covered by the airport shuttle buses at the cost of £3 per person. The hotel is fantastic and offers very modern and spacious rooms. The beds in the rooms are really comfortable. Only advice for improvement i would say is have more staff available on the check in desk as we waiting approx 10 mins to check in due to all the self check in machines being unavailable due to a fault. Apart from that this hotel is great and would definitely stay here again if flying from London Gatwick airport.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Excellent value, clean, friendly, nice rooms and food cheap and good choices . 2 courses £12 . I had roast chicken, which was a half chicken in bbq sauce with chips and salad. Ice cream sundae was served with fresh fruit.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
We often arrive at London Gatwick from Zurich late in the evening and by the time we pick up the hire car don’t feel like driving further. This Travel lodge is about 3-5 minutes from the airport.There is free parking available a restaurant/ bar where you can pre book or pay when you are there for breakfast or an evening meal. The rooms have been recently refurbished and the decor is a very nice white and grey color. There is a kettle with coffee and tea options in the room too. The rooms are simple and clean. Perfect for an overnight stay and at a great price.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Arrived from the airport in the early hours. Fast check in. No assistance available with luggage. Disabled room very clean and comfortable, with good facilities. This is the second time we have stayed in a disabled room at this hotel and both times the room has been at the far end of the corridor. Breakfast selection included cereals, yogurts, fresh fruit, full English cooked breakfast, croissants, toast, very good value, but the cooked items were only lukewarm.Our prepaid booking included £3 for 24-hour Wi-Fi, but when we tried to access this we were asked to either pay £3 or use voucher code. considering that it was the early hours of the morning we were not prepared to go back down to reception to sort out so logged in to the free 30 minutes Wi-Fi in 24 hours.  Next time we","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"With no opening windows and no bathroom fan, rooms can get pretty inhospitable. Room was pretty smelly when we arrived, probably due to the chronic lack of airflow.  Apart from that was clean, recently renovated, and a good basic hotel.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Having experienced a poor stay at this Travelodge before it was with much trepidation that I was booked in to stay once more.  However I was blown away by the improvement.  Now having been refurbished and now a Travelodge Plus I can report that I found no fault with this now EXCEPTIONAL Travelodge, lovely rooms, spotlessly clean and with all you need for a stay.  Even more impressive is the change in attitude of the staff impressive customer service, friendly efficient and professional. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Stayed here the night before we had an early morning flight from Gatwick. Hotel was very clean and beds were comfy. Transfer to Gatwick was easy too via the shuttle. Would definitely stay again if I had another early flight. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Fab hotel with a lovely restaurant. Easy check in when we arrived as there are check in stations so you don’t have to wait if reception is busy. Room was a decent size as was the bathroom and it was clean.  We are in the restaurant the evening and were seated quickly, we had the meal deal of a main and a side for £12 which was nice and plenty of choice. We got a taxi from the hotel to the airport which you can book on the tablets in reception or the receptionist can book for you. Taxi is £6 and takes under 5 mins to get to Gatwick South terminal. All in all a good stay and I would use this hotel again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Room was clean and comfortable as was the hotel as a whole, The restaurant and bar was also well served and the menu was really nice with a varied selection and good quality. Our server Joanna was a delightful person and was really nice.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Stopped at this Travelodge at the start and end of a holiday trip to Cyprus. We have used it several times this year and it is in a very convenient location near the airport. The very useful bus service makes getting to either North or South Terminal quick and easy.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Easy connected to Airport, I waited less than 10 min arriving at airport at 1:40 in the morning, good value for money, kindness of staff, clean room and bath, I will keep as reference for flight on Gatwick, ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed here for just the 1 night before early flight. Stayed in room 114,the cistern was non stop all night long,so made for a very grumpy hubby we think is was from the floor above as didn't matter how many times we flushed the loo it made no difference. The good points were reception staff were lovely,so friendly even when our key wouldn't work first time. The bar and restaurant were lovely too ,had the burgers and they were lovely .","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We had booked in for 1 night as we had an early morning flight. Due to some issues at the airport, unfortunately we missed our flight. We went back to the Hotel and explained to the receptionist what had happened and she did all she could to get us back into the same rooms. The Hotel is clean and tidy, with good quality food and reasonable prices.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I found Gatwick Airport Central to be very clean, tidy and comfortable. The staff were helpful and friendly, and in the restaurant, the food was really good! The hotel had a good ambiance, and in the dining room/drinks area, everyone seemed to be relaxed and comfortable.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
A modern hotel right next to Gatwick Airport with parking.  Rooms were clean and had everything needed plus very hot water in the shower.  Checked in at a very unsociable hour but staff were very friendly and helpful.  Good cooked breakfast the following morning.  Stair area needs properly cleaning.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Good proximity to both terminals via bus, easy to find and get too, rooms clean, quiet and comfortable. Good stop over for early flights.  Look for discount vouchers on line before booking, money to be saved.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
During our stay we entered the room to empty food pots from the previous occupiers. A water bottle opens with part of it drank. The towels smelt damp with dirt marks on them.The shower looked unclean with moyld spores around the baths edge.A very unpleasant stay.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Room was large with an excellent view of Gatwick Airport, we watched many planes coming into land. Had a reasonable night's sleep. We had to leave fairly early for our flight to Dubrovnik the next morning, we had dinner in the bar / restaurant downstairs. I was ignored for quite a while trying to order meals for us whilst the staff were more interested in serving drinkers. More staff are needed or Co ordinated regarding who serves the drinks and who serves diners. Our pizza's were ok i supposed but, arrived completely uncut. Someone needs to go and purchase Pizza cutters😣. We noticed one couple who complained that they had waited ages and had not received their order. I didn't bother ordering a starter / dessert for us even though it was included in the price or a drink.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Rooms were clean and tidy. Shower curtains is not made to be in a shower as not waterproof.Reception staff were friendly.Restaurant food quality was very poor and overpriced. No vegan option and low quatity vegetarian options. Restaurant staff were slow to tend to customers.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Very easy to find with very helpful and friendly staff.  The bar area was spacious and clean. The breakfast was good and included in the price.  Hotel has an agreement with a local taxi firm who only charge £6 to the airport, which is great if there are more than two people in your group.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Positives – Good help yourself breakfast, large room with every facility you would want.  Negatives – none really.  Details The hotel is situated at the north edge of the airport accessible by a £3 bus ride from the railway station.  We stayed for 1 night in Oct 2018. The cost for the room was £57 including a good breakfast.  The clean hotel room had a desk, a hanging space for clothes, a good sized bed, seating area.  It was large enough with a modern feeling.  There was the usual bathroom with toiletries and complimentary coffee/tea.  There was a good sized LCD TV with plenty of channels.  Wi-Fi was good.   The help yourself breakfast included cereals, juice, tea/coffee, porridge, fruit, bread for toast, pastries, yoghurt.  Hot food included tomato, bacon, sausage, scrambled","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Check-in was very efficient, and they found me a nice quiet room at the back of the hotel. The air con worked very well, and I didn't even try to open the window, so I can't comment on that. The restaurant was good: you can have a meal and a drink for £12, and the staff were overall v. helpful. I recommend.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
If you have a late flight don’t expect to get the room you have paid for as we were told from the reception person first arrived gets the best room and very often if you arrive late all the rooms including the one you have booked and paid isn’t available it’s been given to someone else !!!!!!,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Booked a room before flying out on holiday and on our return. First room was quite small but perfectly adequate. Second room much bigger. Both rooms clean and tidy although plug hole in sink in first room needs emptying as clogged.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This was our fifth time staying heAr as we live on Isle of Man and usually need over night stay before going abroad , it is so near airport easy check in nice comfy rooms and great breakfasts ifvyourvthere early you can easily visit horley Crawley or London great value again","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The room was dirty , there was large piles of peoples  hair from previous occupants. However the bathroom was clean and bedding comfortable. Not the cheapest but easy to find . Parking was limited and had a tariff . ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I was looking for a double room for me and my husband plus parking for a week , prior to flying off early next morning 3.30am check in.Found this gem of a hotel totally refurbished and new, friendly helpful reception staff, café bar served 2 course meal for £12 each good food on menu.Taxi or bus to airport (very close ) £6 for taxi , order with reception, or buses every 10-15 minutes to North and South terminals.Parking car on site was a doddle no hassle £8 per day, no need to wait for collection of car or take it to another venue /parking site, you leave it there in the hotel car park, I pre-booked  2 course  dinner for 2--- £24 on their website , plus they have ""happy hour"" 4-6pm 2 drinks for £8. I also pre -booked car park but you can pay at the machine in hotel car park","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"There’s a shuttle bus that takes you to and from the airport, so a return got me to the hotel on arrival then to the airport in the morning  The hotel is comfortable and actually pretty quiet despite being busy  It has a large bar/restaurant area  Staff as always are accommodating and helpful and was a percent base to start my trip ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This wasn't up to the normal acceptable Travelodge standard. This hotel has apparently had a recent makeover - it's now a Travelodge Plus with supposedly better rooms than average.  However the room I was allocated clearly had not been part of this refurbishment.  It was on the first floor but not served by the lift. OK for me as I had little luggage, but might have been a problem for a less mobile client. The bathroom was dirty with hairs in the basin and there was no soap in the dispenser. I arrived late and was leaving early in the morning so didn't have the time or energy to complain - but as I arrived I could hear another guest complaining loudly about his room. I would certainly not want to be allocated a room in this part of the hotel again. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Not the cheap basic Travelodge I remembered, car park was busy but we managed to sneak a spot quite quickly (9pm ish saturday night). Rooms were clean and beds very comfortable. I wanted to be near Gatwick to pick my son up at 7am, it was just a 5 minutes drive to the airport. The car park cost £8 for 24 hours with Apcoa, I had downloaded the App beforehand and it was trying to charge me £12 but reception confirmed it should be £8 so I ended up phoning the telephone number at reception. The bar/Cafe area looked amazing but never had chance to use it. Would definitely stay here again as the £50 we paid was so much cheaper than other hotels in the area.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Have used travel lodge before was worried as only two stars ! It was great room was clean & tidy. Quick drink in the bar young man was  a bit harassed having only few people to serve but having to clear up end of shift ! Obviously not used to working particularly hard ! Overall excellent!,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Back an early flight and coming down from chesterfield we found this hotel everything we could have wished for. The room was ready and clean. Found the hotel staff very friendly and professional. Would definitely book with these again.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Great location, good value. Everything worked well, staff are friendly and helpful. This is one of the best of the Travelodges in my experience. Despite being near the airport, it's very quiet at night.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Booked Travel Lodge again for a one night stay before our early flight the next morning. I always book months in advance and get a code for money off yet when I enter code details it always says “there are no rooms available for use with  this code” which seems a bit iffy to me, and I always thought booking a room in advance you get the best possible price. When I first started using Travel Lodge I could get a double room for as little as £20 for the night. Now it’s more like £60!! Anyway, once we arrive check in is simple (if the machines are working)(the last 2 visits they haven’t been) but we got checked in very quickly and were given our room key. While I was at reception I asked for extra tea bags and milk sachets because they never provide enough, especially for 2 people.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This trip we were rewarded by being give one of the newly upgraded rooms. Better aircon, lighting and   better designed bathroom.Lovely and cleanAlthough similarly refurbished I think the food choice could be improved.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Central air con useless and no opening windows. 25 degrees.Check in system down. Given room that was already occupied.£8 to park.Cafe area good value.Overall, budget, but worth considering paying a little more elsewhere.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I don’t blame them for the fire but there was a lack of information as the  event was happening .  Plus It would be nice to have some compensation for spending a cold hour in the parking lot at 5 am. Carpets were dirty, I couldn’t Get the sink to drain but on the positive the bar was open and had some food available at midnight. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
